[2019-12-10 11:25:13] Agent.main - INFO  - begin to create agent...
 [2019-12-10 11:25:13] ZkEventThread.ZkClient-EventThread-11-10.18.56.30:2181, 10.18.57.168:2181, 10.18.56.149:2181 - INFO  - Starting ZkClient event thread.
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:zookeeper.version=3.5.6-c11b7e26bc554b8523dc929761dd28808913f091, built on 10/08/2019 20:18 GMT
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:host.name=leiche10.mshome.net
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:java.version=1.8.0_131
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:java.vendor=Oracle Corporation
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:java.home=D:\Program Files\Java\jdk1.8.0_131\jre
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:java.class.path=D:\Program Files\JetBrains\IntelliJ IDEA 2019.2.4\lib\idea_rt.jar;D:\Program Files\JetBrains\IntelliJ IDEA 2019.2.4\plugins\junit\lib\junit-rt.jar;D:\Program Files\JetBrains\IntelliJ IDEA 2019.2.4\plugins\junit\lib\junit5-rt.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\charsets.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\deploy.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\access-bridge-64.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\cldrdata.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\dnsns.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\jaccess.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\jfxrt.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\localedata.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\nashorn.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\sunec.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\sunjce_provider.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\sunmscapi.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\sunpkcs11.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\ext\zipfs.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\javaws.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\jce.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\jfr.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\jfxswt.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\jsse.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\management-agent.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\plugin.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\resources.jar;D:\Program Files\Java\jdk1.8.0_131\jre\lib\rt.jar;G:\java\zkdemo\zk-agent\target\test-classes;G:\java\zkdemo\zk-agent\target\classes;D:\mavenRepo\org\apache\zookeeper\zookeeper\3.5.6\zookeeper-3.5.6.jar;D:\mavenRepo\org\apache\zookeeper\zookeeper-jute\3.5.6\zookeeper-jute-3.5.6.jar;D:\mavenRepo\org\apache\yetus\audience-annotations\0.5.0\audience-annotations-0.5.0.jar;D:\mavenRepo\io\netty\netty-handler\4.1.42.Final\netty-handler-4.1.42.Final.jar;D:\mavenRepo\io\netty\netty-common\4.1.42.Final\netty-common-4.1.42.Final.jar;D:\mavenRepo\io\netty\netty-buffer\4.1.42.Final\netty-buffer-4.1.42.Final.jar;D:\mavenRepo\io\netty\netty-transport\4.1.42.Final\netty-transport-4.1.42.Final.jar;D:\mavenRepo\io\netty\netty-resolver\4.1.42.Final\netty-resolver-4.1.42.Final.jar;D:\mavenRepo\io\netty\netty-codec\4.1.42.Final\netty-codec-4.1.42.Final.jar;D:\mavenRepo\io\netty\netty-transport-native-epoll\4.1.42.Final\netty-transport-native-epoll-4.1.42.Final.jar;D:\mavenRepo\io\netty\netty-transport-native-unix-common\4.1.42.Final\netty-transport-native-unix-common-4.1.42.Final.jar;D:\mavenRepo\org\slf4j\slf4j-api\1.7.25\slf4j-api-1.7.25.jar;D:\mavenRepo\org\slf4j\slf4j-log4j12\1.7.25\slf4j-log4j12-1.7.25.jar;D:\mavenRepo\log4j\log4j\1.2.17\log4j-1.2.17.jar;D:\mavenRepo\junit\junit\4.12\junit-4.12.jar;D:\mavenRepo\org\hamcrest\hamcrest-core\1.3\hamcrest-core-1.3.jar;D:\mavenRepo\com\101tec\zkclient\0.11\zkclient-0.11.jar;D:\mavenRepo\com\fasterxml\jackson\core\jackson-databind\2.10.0\jackson-databind-2.10.0.jar;D:\mavenRepo\com\fasterxml\jackson\core\jackson-annotations\2.10.0\jackson-annotations-2.10.0.jar;D:\mavenRepo\com\fasterxml\jackson\core\jackson-core\2.10.0\jackson-core-2.10.0.jar;D:\Program Files\JetBrains\IntelliJ IDEA 2019.2.4\lib\idea_rt.jar
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:java.library.path=D:\Program Files\Java\jdk1.8.0_131\bin;C:\windows\Sun\Java\bin;C:\windows\system32;C:\windows;D:\python36\Scripts\;D:\python36\;C:\ProgramData\Oracle\Java\javapath;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\;D:\Program Files (x86)\scala\bin;D:\Python27;D:\Program Files\TortoiseSVN\bin;D:\Program Files\TortoiseGit\bin;C:\Program Files (x86)\Enterprise Vault\EVClient\x64\;D:\Program Files (x86)\Notepad++;D:\ProgramData\Anaconda3;D:\ProgramData\Anaconda3\Scripts;D:\ProgramData\Anaconda3\Library\bin;D:\Program Files\Java\jdk1.8.0_131\bin;D:\apache-maven-3.5.0\bin;D:\Program Files (x86)\scala\\bin;D:\spark\hadoop26\bin;D:\scala\bin;D:\MinGW\bin;D:\scala_sbt\bin;D:\cygwin64\bin;D:\Dev-Cpp\bin;C:\Program Files\SourceGear\Common\DiffMerge\;D:\Go\bin;D:\gradle5.6\bin;C:\Users\chelei\go\bin;.
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:java.io.tmpdir=C:\Users\chelei\AppData\Local\Temp\
 [2019-12-10 11:25:13] ZooKeeper.main - INFO  - Client environment:java.compiler=<NA>
